country,Surface area (km2),Population in thousands (2017),"Population density (per km2, 2017)","Sex ratio (m per 100 f, 2017)",GDP: Gross domestic product (million current US$),"GDP growth rate (annual %, const. 2005 prices)",GDP per capita (current US$),Economy: Agriculture (% of GVA),Economy: Industry (% of GVA),Economy: Services and other activity (% of GVA),Employment: Agriculture (% of employed),Employment: Industry (% of employed),Employment: Services (% of employed),Unemployment (% of labour force),Agricultural production index (2004-2006=100),Food production index (2004-2006=100),International trade: Exports (million US$),International trade: Imports (million US$),International trade: Balance (million US$),"Balance of payments, current account (million US$)",Population growth rate (average annual %),Urban population (% of total population),Urban population growth rate (average annual %),"Fertility rate, total (live births per woman)",Refugees and others of concern to UNHCR (in thousands),Infant mortality rate (per 1000 live births,Health: Total expenditure (% of GDP),Health: Physicians (per 1000 pop.),Education: Government expenditure (% of GDP),Seats held by women in national parliaments %,Mobile-cellular subscriptions (per 100 inhabitants),Mobile-cellular subscriptions (per 100 inhabitants).1,Individuals using the Internet (per 100 inhabitants),Threatened species (number),CO2 emission estimates (million tons/tons per capita),"Energy production, primary (Petajoules)","Pop. using improved sanitation facilities (urban/rural, %)",Net Official Development Assist. received (% of GNI),Income Group
Costa Rica,-0.2999293672500898,-0.2094300319239434,-0.15942168066217657,-0.003615074705186855,-0.18196108040508605,0.35491984118989933,-0.1386828848698326,0.13422342169127816,0.14355019078194223,0.5565497354598159,-0.026200123288600777,0.32981172847000334,0.6272603747024563,0.2350306215385164,0.4426065916898183,0.45918081790337545,-0.27004839816640747,-0.24428885897070923,-0.06835153562809415,-0.07293884811203127,-0.15111016522598614,0.6874897395267524,0.5145812734684219,0.18559370086134158,-0.2789987116154804,-0.07340733054159426,0.5158160295284248,0.44683987719749946,0.5800796130690465,0.7293159416882854,0.8970209425983977,0.45853811390466714,0.47763952651815234,0.7632135198429114,-0.23801523066876765,-0.3031639852195133,0.6701944683204162,0.0,3
Cyprus,-0.32341966238645165,-0.23744848905157429,-0.14568461171785918,-7.72451860085347e-05,-0.2045960897623559,0.2874199295276728,0.3294762924098467,0.05451233714145178,-0.13883268510331734,0.8411005320946824,-0.21206840808071903,0.2563181645845371,0.8400610803391755,0.3064627559478727,-0.3075941557680581,-0.31784647175033837,-0.30725086335933177,-0.2843231626535438,-0.057910937598878026,-0.031510011212727056,-0.29711956538105294,0.293872044125308,-0.5759606335942181,0.1626598796346811,-0.2721104450541114,-0.1915123330757284,0.4681224760830675,0.48125129852913295,0.5531560867240698,0.3519143925893024,0.04668752611637599,0.7122151235683987,-0.42836242129430463,-0.25847172151957604,-0.24863070130351816,-0.07279097345991158,-1.2639735115152932,0.0,0
Denmark,-0.3045203281791515,-0.2032037081178032,-0.14246770316760765,-0.04253119941614486,-0.013640435620285874,0.28404493394456154,1.6665463405513932,0.023197268211162844,0.17981955098738836,0.6060368305267491,-0.25419855263359914,0.33287396029856436,0.8228650637220669,0.12578147479479507,0.09144879500740807,0.07859602297094419,0.12324611587301137,0.07629324408072058,0.14097530376314843,0.5770206040249403,-0.5891383656911864,1.1208667981000606,-0.7577176181046582,0.17642017237067742,-0.23597527620758557,-0.2077228236196292,0.5534688348800225,0.5103686550405152,0.6143459193262899,0.7797824279050098,0.5525820903525157,1.2366230595119105,-0.5128775283663621,-0.38507824998812634,-0.1818037861647553,0.31390658199370564,-1.2639735115152932,0.0,0
Dominican,-0.3012927911523628,-0.16535698382275052,-0.10434298967341031,-0.035455540377788725,-0.1723742250780033,0.46629469543257307,-0.3375420311442474,0.17692578841439943,0.3119436488786566,0.39159275190337156,0.01097353366982287,0.26244262824165926,0.6423068892424264,0.4787402565822025,0.5862620539689861,0.6019001160030372,-0.29874198705644334,-0.21029322348504456,-0.26234642832437827,-0.047912977934986785,-0.07810546514845287,0.7749603385048514,0.4539956119649418,0.21311428633333418,-0.288935883048275,0.2924865988778802,0.3928168653798718,0.45478097442787646,0.40385289517465267,0.5471977522974971,-0.1501346751669855,0.2901306873211816,-0.049734741611486805,0.38044959656589883,-0.24630540773590615,-0.43480570622500003,0.6742881518092844,0.0,3
Ecuador,-0.18423367171085336,-0.12130649486578278,-0.17211542791452047,-0.01069073374354249,-0.14995813083353993,0.23679499578100294,-0.3447613542250504,0.2765646441016824,0.46997443263095784,0.19364437163563814,0.3232322521205815,0.33287396029856436,0.3220310797487785,0.11737769427604727,0.2989511294106505,0.30060382001486247,-0.23795964188457866,-0.2403074708893812,0.01779054920747938,-0.06662835235063491,0.2139133351616807,0.16664208197534588,0.02989598144058176,0.21770105057866632,-0.14010415636164664,0.1998552243413044,0.5133058425049848,0.4600750392481277,0.5262325603790929,0.8719386201268546,-0.19934022548782568,0.22617850001099718,7.299698969374639,0.6866607351875089,-0.12306484865246897,-0.3196192003451992,0.6719489041013597,0.0,3
Egypt,0.2338210603626733,0.48724897975174625,-0.1585957176560309,0.07421717471672966,-0.003739101617221063,0.371794819105456,-0.46270409948816266,0.30787971303197137,0.5269691415252303,0.1255996159186049,0.3157975207288968,0.519670101840791,0.19735995927474095,0.35688543906035947,0.3308745654726878,0.34817691938141637,-0.21137114992333622,-0.04806199149293857,-0.49929079483125965,-0.38182897111764175,0.651941535626881,-0.6524007993650343,-0.0912753415663782,0.25439516454132305,-0.000757911497231305,0.14890796834618764,0.42293910966115,0.43625174755699686,0.40385289517465267,0.2860885410022706,0.2865645839304725,-0.05094764499980187,-0.14439166153219127,-0.8061185655928402,0.10562271873615688,-0.3689848457222567,0.6811109576240646,0.0,2
El Salvador,-0.3168018082045666,-0.1983610118241386,-0.06739201308268315,-0.41400329892983684,-0.2003336837424179,0.3144198941925634,-0.4298379704953795,0.29649241523913905,0.25494893998438406,0.34829154371980475,0.1472769425173763,0.3634962785841753,0.45315070645423167,0.14258903583229068,0.18721910319351995,0.2688884204371598,-0.2913462040411249,-0.2693941053843427,-0.05555107640049356,-0.03894429389053647,-0.5891383656911864,0.28592017149093524,-0.2730323260768182,0.1993539935973379,-0.28509652135833163,0.10490806544131416,0.45306135394242836,0.41507548827599167,0.48951866081776085,0.6634900901012535,0.81398657643198,-0.24280420693035507,-0.3810339613339524,-0.42629898018718926,-0.24044162395671062,-0.43480570622500003,0.6729235906463282,0.0,2
Ethiopia,0.29124315390014904,0.5429249476994057,-0.1555526960544416,-0.017766392781898628,-0.17724457802112217,0.5540445805934676,-0.5847899221513558,1.1419992763569404,0.0010634185462607918,-0.059976990582395015,1.4334854732788345,0.0021529228139665307,-0.40879962647833756,0.11317580401667339,0.9374198506513963,0.9031964119912119,-0.3081636930010209,-0.22684330727409432,-0.23973466738713076,-0.019061909984767096,0.9439603359370143,-1.5907217702210037,1.8474658265449817,0.30943633548530824,0.5516584822440328,0.77185396210466,0.40536780049707116,0.41507548827599167,0.5139945938586489,0.8105011586456247,-0.7621287072824371,-0.5689603622122954,-0.17143649579524967,-0.44102066954399743,-0.11689776571228057,-0.541764604541958,0.7688327466712395,0.0,1
Finland,-0.1386423256366169,-0.2047903679283051,-0.19328616391414888,-0.1062121307613491,-0.0606414425642614,0.23679499578100294,1.195203805972582,0.06020598603786795,0.28085562584541707,0.49881479121506017,-0.20959016428349078,0.418616451498275,0.7239879681736923,0.2476362923166381,0.027601922883333484,0.015165223815538979,-0.04920882699488968,-0.03681583300254377,-0.03634323646455213,-0.040219359814928204,-0.6621430657687197,0.9817090269985397,-0.8183032796081381,0.1810069366160095,-0.2535911710202669,-0.23551223598060197,0.5258567776221841,0.49448646057976126,0.5800796130690465,0.8807154003384589,0.6632945785744063,1.1598804347396894,-0.5500641754780675,1.3432480805011535,-0.17260371161463814,1.4493164256660285,-1.2639735115152932,0.0,0
France,-0.019049449301381548,0.2423093114698565,-0.1495970680627597,-0.12390127835723919,1.4216009317273874,0.2739199471952275,0.9448239712431787,0.03743139045220327,0.09173681905987624,0.6678956993604157,-0.24676382124191443,0.3726829740698586,0.7884730304878496,0.2854533046510032,0.059525358945370775,0.04688062339324159,1.9606883532997041,2.2594991084418794,-1.0159573753866462,-0.12411437538253331,-0.6621430657687197,0.7948400200907829,-0.6365462950976981,0.1901804651066737,0.1118257239402258,-0.21003860798304358,0.5710401440441015,0.4997805254000125,0.5384705268995369,0.5252558017684865,0.15740001433826656,0.9893412685791977,0.2680420609794496,0.09779316091518188,0.326525607659299,0.6347832769445795,-1.2639735115152932,0.0,0
Guyana,-0.2817238131758524,-0.24419367317489285,-0.19971998101465196,-0.0071529042243646725,-0.21792076814556174,-3.1112006226654323,-0.6148582956712818,-2.8293208288933385,-2.9782054554725326,-2.9982732601815605,-2.767137763023038,0.20119799167043748,0.39081514621721286,0.7686706844790016,0.3308745654726878,0.31646151980371373,-0.31665394012754833,-0.31510429795820544,0.007664599338047857,-0.021201427383322716,1.089969736092081,0.9896608996329125,0.5751669349719016,0.25898192878665516,-0.40219705290160446,-0.07340733054159426,-2.2027165168569383,-2.205486597748405,-2.0192644758732636,-2.213099624252041,-2.9425496558746747,-2.9266643343810936,-0.42498181701142235,2.1028872513124557,-0.2488329007441801,-0.2537983398424558,-1.2639735115152932,0.0,3
Gabon,-0.17836741267311965,-0.23109433009482494,-0.1977637528422017,0.19096554884960418,-0.20854469486207905,0.361669832356122,-0.2695432913131353,0.09721470386457305,0.9984708241960307,-0.09709231188259494,0.0877990913838984,0.32981172847000334,0.5305327812312203,0.6342101961790368,-0.0362449492407411,-0.12755407428412274,-0.30291492256130814,-0.30119469646069386,0.007950643119670217,-0.019061909984767096,1.4549932364797478,1.100987116514129,0.5145812734684219,0.28191575001331565,-0.2871291246059487,0.6560647439339402,0.3677149951454733,0.41507548827599167,0.4699379143850504,0.334360832166094,1.1768775100481774,-0.315283352548564,0.24099722671639118,1.7966761126908455,-0.19262145624016772,-0.13861183396265495,0.6801362710790959,0.0,3
Gambia,-0.32227234313727665,-0.2305228317744546,-0.11095069372257564,-0.07790949460792505,-0.2172152243919037,0.3886697970210126,-0.5903425884497063,0.5897153334045719,-0.027433935900875485,0.36272527978099367,0.43970971059030894,0.18588683252763202,0.3241805818259171,1.1216294662664088,-0.2756707197060208,-0.2861310721726358,-0.31604383460172547,-0.31248677638224587,0.002801855050467748,-0.019061909984767096,1.3089838363246813,0.0036286929707070805,1.4839518575241015,0.3553039779386292,-0.281483004473679,0.8644853366412358,0.46561228905962765,0.41507548827599167,0.47238550768913923,0.16540781309271207,0.5987122937783036,-0.45171468547695737,-0.44526544270871615,0.6071636126607448,-0.24842850186285625,-0.6075854650447013,0.9066534241298009,0.0,1
Germany,-0.12801334456891758,0.37115210385440506,-0.09877860731621846,-0.11328778979970523,2.0618456282385234,0.2874199295276728,1.1754138633552356,0.0061163215219143295,0.3767103635312391,0.463761432209316,-0.27898099060588155,0.5870392020691351,0.6681009141680894,0.05014745012606492,0.18721910319351995,0.173742221704052,5.928083498079478,4.556107947045708,4.014837633896599,6.031428459269956,-0.8081524659237865,0.6278506947689577,-1.000060264118578,0.1626598796346811,0.8976527239495178,-0.21003860798304358,0.5660197699972218,0.5236038170911433,0.5262325603790929,0.7710056476934056,0.3742119704394694,1.0511617163123759,-0.2796158328474833,0.153735580471053,0.2567668006309383,0.6347832769445795,-1.2639735115152932,0.0,0
Ghana,-0.19471895721701218,-0.02949829758418171,-0.1461193290895148,-0.031917710858610907,-0.19267097703842373,0.361669832356122,-0.5525364716158753,0.5299320199922021,0.2834462944315203,0.1585910126298938,0.7247077472715568,0.1797623688705098,0.07913734503211924,0.12157958453542118,0.7139557982171353,0.697046314736145,-0.28256254738691167,-0.25982407913118516,-0.058397212027636036,-0.07976801475792597,0.7979509357819475,-0.2190237407917264,0.9386809039927817,0.29108927850397986,-0.2595760583604727,0.7880644526485608,0.37273536919235295,0.41507548827599167,0.5556036800281585,0.23781624983844718,0.5741095186178831,-0.315283352548564,0.1328178896641575,0.395171285922707,-0.2076853145694804,-0.549992212104801,0.7596706931485346,0.0,2
Greece,-0.25454346092399327,-0.16240173592925644,-0.16355149569290492,-0.11682561931888305,-0.085786181527483,0.22329501344855762,0.15150391172529207,0.1057551772091973,-0.006708587212049122,0.6967631714827935,0.0060170460753664005,0.20426022349899856,0.6874464328623363,0.8401028188883577,-0.21182384758194622,-0.20684257322837926,-0.18666886206864536,-0.09608662419712348,-0.27387399272375934,-0.01435064945057392,-1.2461806663889867,0.7352009753329883,-0.8183032796081381,0.158073115389349,-0.18346635897747768,-0.212354392346458,0.4856937852471464,0.5818385301139078,0.40385289517465267,0.36069117280090673,0.33269478735626035,0.6077598842950974,0.5925800721361506,0.10957051240062837,-0.2119315028233806,0.06707835510841806,-1.2639735115152932,0.0,0
Guatemala,-0.2674917781646823,-0.11913329730542709,-0.1325996188310252,-0.11682561931888305,-0.17461691891167716,0.36841982352234465,-0.4433725945976089,0.29649241523913905,0.29121830018983025,0.32148603389188257,0.47936161134596084,0.31143833749863675,0.19950946135187955,-0.025486574542665254,0.9374198506513963,0.9190541117800632,-0.26695595489048085,-0.2366429406830378,-0.08266802689829324,-0.021136593522760424,0.5789368355493475,-0.3144462124041978,0.9386809039927817,0.2452216360506589,-0.288371271035048,0.33417071741933924,0.4380002318017892,0.41507548827599167,0.47728069429731684,0.23781624983844718,0.29425295116810385,-0.2385407277763427,0.3086093123740372,0.17434594557058433,-0.21607659135694987,-0.4018952759736284,0.6787717099161399,0.0,3
Guinea,-0.19061016225421334,-0.15069354007640584,-0.17867966022652024,0.014074072890703239,-0.21183858789068438,0.2334200001978916,-0.580458328302874,0.5527066155778668,0.43629574101161483,0.020439538901371585,1.4136595229010085,-0.028469395471644385,-0.37010858908984323,0.15939659686978624,0.49049174578287424,0.4908962174810781,-0.30802863147240367,-0.3050888338228232,0.004375095849390724,-0.045859905683847554,0.7249462357044141,-0.8869810420790266,1.1810235500067017,0.33237015671196873,-0.28001501323928896,1.2326950504241247,0.42293910966115,0.41507548827599167,0.4821758809054944,0.439682194705345,-0.0794016965807774,-0.7160503930257195,-0.0463541373286045,-0.043535056910176645,-0.23771193150777475,-0.5664474272304868,0.8345266198021237,0.0,1
Haiti,-0.3130359741327883,-0.16374776486802348,-0.028006619210684567,-0.08498515364628119,-0.2120920685476182,0.2874199295276728,-0.5766108789696034,0.4644550576834161,0.5761918446611931,-0.026985593871106113,0.8486199371329691,0.13076665961353234,0.010353278563684875,0.415711902691594,1.0172284408064896,1.0459157100908738,-0.3116100906278066,-0.2994221292180265,-0.024272188880088565,-0.03468687038027933,0.06790393500661383,-0.03613067020115603,1.1810235500067017,0.2406348718053268,-0.28825834863240263,0.7973275901022183,0.4731428501299471,-2.205486597748405,-2.0192644758732636,0.016202549495439738,-0.3454192030028204,-0.5561699247502586,0.02125794832904154,-0.7060110779665446,-0.23538663794016274,-0.533536996979115,0.8945673109721901,0.0,1
Honduras,-0.2654693753981571,-0.17665159536480676,-0.16520342170519622,-0.028379881339432585,-0.2040511741255249,0.35154484560678806,-0.5025667593954569,0.3591225530997169,0.236814259881661,0.31942407159742703,0.4149272726180265,0.40636752418403066,0.19091145304332527,0.10897391375729946,0.3627980015347251,0.30060382001486247,-0.2991611435245659,-0.27585525074815875,-0.059441271830557654,-0.04696208131340651,0.3599227353167474,-0.19119218657142212,0.7569239194823418,0.21770105057866632,-0.09143460082148214,0.35501277669006887,0.5007549073877856,0.41507548827599167,0.5482609001158921,0.5252558017684865,0.048225199563902164,-0.3813672794357546,0.34579595948574254,0.4305033403790467,-0.23852072927042242,-0.43480570622500003,0.7216579178947587,0.0,2
Hungary,-0.2763969738046828,-0.17321508572784292,-0.15450937436246812,-0.3361710495079203,-0.13536062711952734,0.3346698676912314,-0.08145957385072015,0.1057551772091973,0.41297972373668523,0.36272527978099367,-0.2071119204862625,0.6574705341260401,0.5541773040797449,0.06275312090418661,-0.004321513178703809,-0.016550175762163628,0.16383909116363832,0.10802954515345169,0.16679075505456636,0.06621622794150023,-1.1731759663114534,0.46483730576431925,-0.8183032796081381,0.158073115389349,-0.2741430483017285,-0.17530184253182765,0.4681224760830675,0.5024275578101383,0.5188897804668264,0.1807671784630195,0.4080407862850472,0.7356642589154662,-0.44864604699159844,-0.13775386879374896,-0.20637101820517795,0.13289921561116141,-1.2639735115152932,0.0,0
