"","pays1","pays2","dist"
"2114","Iraq","Tunisia",2533.08381585442
"2115","Iraq","Algeria",2783.47114252337
"2116","Iraq","Mali",3769.73892143311
"2117","Iraq","Mauritania",4308.77501102677
"2118","Iraq","Morocco",3707.73006481339
"2119","Iraq","Western Sahara",4560.03232765897
"2120","Iraq","Senegal",5547.70575948206
"2121","Iraq","Gambia",5742.60541391871
"2122","Iraq","Guinea-Bissau",5815.44162320791
"2123","Iraq","Guinea",5374.42230805971
"2124","Iraq","Ivory Coast",5022.65745711452
"2125","Iraq","Liberia",5637.88087522197
"2126","Iraq","Sierra Leone",5718.07755648547
"2127","Iraq","Ghana",4676.62290714835
"2128","Iraq","Burkina Faso",4378.27521581153
"2129","Iraq","Niger",2594.18003013404
"2130","Iraq","Benin",4317.41183274288
"2131","Iraq","Togo",4596.40801554599
"2132","Iraq","Nigeria",3318.94388714744
"2133","Iraq","Cameroon",3314.56910380047
"2134","Iraq","Central African Republic",2901.19115803269
"2135","Iraq","Zaire",3161.63408015961
"2136","Iraq","Congo",3842.83888151489
"2137","Iraq","Gabon",4296.61446305239
"2138","Iraq","Uganda",2981.63349452136
"2139","Iraq","Rwanda",3690.28771796824
"2140","Iraq","Zambia",4440.63712341803
"2141","Iraq","Angola",4707.71813880058
"2142","Iraq","Burundi",3826.19899560198
"2143","Iraq","Namibia",5593.77261094705
"2144","Iraq","Botswana",5593.77261094705
"2145","Iraq","Mozambique",4421.22467863073
"2146","Iraq","Swaziland",6258.21531886957
"2147","Iraq","Zimbabwe",5207.10762517295
"2148","Iraq","Malawi",4462.15639421023
"2149","Iraq","Tanzania",3532.91058668068
"2150","Iraq","Kenya",2809.09706778159
"2151","Iraq","Somalia",1947.90375919373
"2152","Iraq","Djibouti",1879.49316708027
"2153","Iraq","Syria",0
"2154","Iraq","Lebanon",258.151660546052
"2155","Iraq","Jordan",0
"2156","Iraq","Israel",296.043956839531
"2157","Iraq","Gaza Strip",450.056638751577
"2158","Iraq","Saudi Arabia",0
"2159","Iraq","Yemen",1219.80020747966
"2160","Iraq","Qatar",500.052409530369
"2161","Iraq","Kuwait",0
"2162","Iraq","Neutral Zone",0
"2163","Iraq","Vislinskiy Zaliv",2580.28953057087
"2164","Iraq","Lake Albert",3291.42062925025
"2165","Iraq","Lake Tanganyika",3949.69288960794
"2166","Iraq","Lake Kariba",5339.06912144521
"2167","Iraq","Lake Victoria",3427.674997844
"2168","Iraq","Oman",947.897635118232
"2169","Iraq","United Arab Emirates",650.305684157143
"2170","Iraq","Great Bitter Lake",681.015905182976
"2171","Iraq","West Bank",322.304932604516
"2172","Iraq","Australia",9056.94353847504
"2173","Iraq","Papua New Guinea",10394.4117710192
"2174","Iraq","Saint-Barthelemy",9966.7002380667
"2175","Iraq","Cuba",10760.9669616127
"2176","Iraq","Antarctica",10532.1409637194
"2177","Iraq","Lesotho",6622.47397565501
"2178","Iraq","Lake Fjerritslev",3307.53532752993
"2179","Iraq","Anguilla",9977.60514881925
"2180","Iraq","Nauru",12753.0462141479
"2181","Iraq","Saint Kitts",9997.61556030006
"2182","Iraq","Montserrat",9979.44110599988
"2183","Iraq","Greenland",5241.39431813949
"2184","Iraq","Sardinia",2688.01677546996
"2185","Iraq","Iceland",4761.82841071975
"2186","Iraq","Sicily",2156.3338486214
"2187","Iraq","Sonsorol Island",9111.91252332379
"2188","Iraq","Maug Island",9511.6724402049
"2189","Iraq","Isle of Man",3998.31914739228
"2190","Iraq","Saint Eustatius",10001.930655938
"2191","Iraq","Brunei",7406.71486126597
"2192","Iraq","Dominican Republic",10401.330771548
"2193","Iraq","Haiti",10619.6279894852
"2194","Iraq","Ireland",4102.05000441587
"2195","Iraq","Nevis",9989.83241241944
"2196","Iraq","Madagascar",4544.07608336604
"2197","Iraq","San Marino",2560.03248461011
"2198","Iraq","Sin Cowe Island",7154.86729224456
"2199","Iraq","Tobago",10174.6120891708
"2200","Iraq","Barbados",9968.40200591181
"2201","Iraq","Bahrain",455.00343109039
"2202","Iraq","Grenada",10216.4774561776
"2203","Iraq","Jamaica",11126.3194985586
"2204","Iraq","Sri Lanka",3949.59882354778
"2205","Iraq","Barbuda",9894.77056517608
"2206","Iraq","Puerto Rico",10182.3935853371
"2207","Iraq","Cyprus",462.809897299879
"2208","Iraq","Trinidad",10256.9563723873
"2209","Iraq","Saint Lucia",10041.8016469625
"2210","Iraq","Mauritius",5569.27233580683
"2211","Iraq","Saint Vincent",10105.1589285155
"2212","Iraq","Spratly Island",7112.638732278
"2213","Iraq","Dominica",9989.85542701087
"2214","Iraq","Antigua",9924.27694585192
"2215","Iraq","Bonaire",10810.2679467774
"2216","Iraq","Aruba",10934.9674629396
"2217","Iraq","Martinique",10014.424734476
"2218","Iraq","Isle of Wight",3710.13849483647
"2219","Iraq","Saint-Martin",9979.87893019739
"2220","Iraq","Curacao",10871.5303612741
"2221","Lake Malawi","Canada",10820.0579640914
"2222","Lake Malawi","South Africa",997.515039355756
"2223","Lake Malawi","Denmark",7529.80636969465
"2224","Lake Malawi","USSR",5536.29009551462
"2225","Lake Malawi","Pakistan",4883.87091020265
"2226","Lake Malawi","Aral Sea",6399.92278638363
"2227","Lake Malawi","Italy",5591.05320754697
"2228","Lake Malawi","Nicaragua",13201.3557307551
"2229","Lake Malawi","Netherlands",7254.57199211589
"2230","Lake Malawi","Caspian Sea",5442.48876026869
"2231","Lake Malawi","Mexico",13609.5026109656
"2232","Lake Malawi","Iraq",4462.15639421023
"2233","Lake Malawi","Ethiopia",1576.70545875004
"2234","Lake Malawi","USA",11624.9030428048
"2235","Lake Malawi","Mongolia",8329.49129702514
"2236","Lake Malawi","Switzerland",6663.85046494902
"2237","Lake Malawi","Cambodia",7944.31609805291
"2238","Lake Malawi","France",6488.99892988905
"2239","Lake Malawi","Guatemala",13731.9893898622
"2240","Lake Malawi","Belize",13719.6511562738
"2241","Lake Malawi","Honduras",13183.91054494
"2242","Lake Malawi","El Salvador",13669.2675484126
"2243","Lake Malawi","Costa Rica",13093.7314601153
"2244","Lake Malawi","Panama",12497.4105950407
"2245","Lake Malawi","Colombia",11291.2695231309
"2246","Lake Malawi","Ecuador",12124.6895991882
"2247","Lake Malawi","Peru",10978.8045651831
"2248","Lake Malawi","Brazil",7575.64433214719
"2249","Lake Malawi","Bolivia",9751.9639117057
"2250","Lake Malawi","Chile",9728.30361077165
"2251","Lake Malawi","Argentina",9179.7472620491
"2252","Lake Malawi","Paraguay",9277.4639392609
"2253","Lake Malawi","Uruguay",8989.95217323973
"2254","Lake Malawi","Guyana",10123.5298031466
"2255","Lake Malawi","Suriname",9888.92135012405
"2256","Lake Malawi","French Guiana",9612.43814799885
"2257","Lake Malawi","Venezuela",10600.8341912015
"2258","Lake Malawi","Lake Titicaca",10961.7457853745
"2259","Lake Malawi","Romania",5933.57922778273
"2260","Lake Malawi","Iran",4572.54922298259
"2261","Lake Malawi","Turkey",5046.04509376184
"2262","Lake Malawi","Afghanistan",5237.16295414463
"2263","Lake Malawi","China",6626.83867476629
"2264","Lake Malawi","India",5155.02068513302
"2265","Lake Malawi","Myanmar",7204.9585123058
"2266","Lake Malawi","Nepal",6555.23630439998
"2267","Lake Malawi","Bhutan",7176.92614201731
"2268","Lake Malawi","Bangladesh",6978.48933923411
"2269","Lake Malawi","Thailand",7362.43516198849
"2270","Lake Malawi","Laos",7940.87943593711
"2271","Lake Malawi","Vietnam",8046.74782509547
"2272","Lake Malawi","North Korea",10731.2376392179
"2273","Lake Malawi","Hungary",6321.07801519976
"2274","Lake Malawi","Czechoslovakia",6530.73878033745
"2275","Lake Malawi","Poland",6595.97853811428
"2276","Lake Malawi","South Korea",10849.2254534694
"2277","Lake Malawi","Lake Pasvikelv",8751.81706697343
"2278","Lake Malawi","Bulgaria",5735.80701578135
"2279","Lake Malawi","Yugoslavia",5744.50091929437
"2280","Lake Malawi","Greece",5231.89161212224
"2281","Lake Malawi","Albania",5645.39127789263
"2282","Lake Malawi","Austria",6497.54074317395
"2283","Lake Malawi","Lacul Greaca",5979.98321400131
"2284","Lake Malawi","Germany",6691.75826431131
"2285","Lake Malawi","Luxembourg",7092.99763551704
"2286","Lake Malawi","Belgium",7103.57708417812
"2287","Lake Malawi","Liechtenstein",6725.31750612778
"2288","Lake Malawi","Portugal",6740.56623481244
"2289","Lake Malawi","Spain",6358.16627074365
"2290","Lake Malawi","Andorra",6635.56611813388
"2291","Lake Malawi","Monaco",6488.34661305648
"2292","Lake Malawi","Norway",7867.42595932419
"2293","Lake Malawi","Finland",7798.80005038509
"2294","Lake Malawi","Sweden",7463.43498979458
"2295","Lake Malawi","Egypt",3497.04645158614
"2296","Lake Malawi","Libya",3402.95040811205
"2297","Lake Malawi","Sudan",1495.16854712617
"2298","Lake Malawi","Chad",2578.55541440284
"2299","Lake Malawi","Tunisia",5125.89781209183
"2300","Lake Malawi","Algeria",4377.74283003987
"2301","Lake Malawi","Mali",4346.80286222717
"2302","Lake Malawi","Mauritania",5160.63979559233
"2303","Lake Malawi","Morocco",5969.97184938243
"2304","Lake Malawi","Western Sahara",6065.41256790861
"2305","Lake Malawi","Senegal",5572.49121529569
"2306","Lake Malawi","Gambia",5869.3004546051
"2307","Lake Malawi","Guinea-Bissau",5782.00962310336
"2308","Lake Malawi","Guinea",5022.10057669838
"2309","Lake Malawi","Ivory Coast",4427.38544894968
"2310","Lake Malawi","Liberia",4852.32897885288
"2311","Lake Malawi","Sierra Leone",5294.01372456427
"2312","Lake Malawi","Ghana",4027.20131290616
"2313","Lake Malawi","Burkina Faso",4225.14344641803
"2314","Lake Malawi","Niger",3441.73673619078
"2315","Lake Malawi","Benin",3888.90898533995
"2316","Lake Malawi","Togo",3975.9333233167
"2317","Lake Malawi","Nigeria",3094.49146329261
"2318","Lake Malawi","Cameroon",2342.90504612213
"2319","Lake Malawi","Central African Republic",1776.02324100475
"2320","Lake Malawi","Zaire",403.518368345459
"2321","Lake Malawi","Congo",2079.04944438657
"2322","Lake Malawi","Gabon",2358.60929749312
"2323","Lake Malawi","Uganda",989.095498955363
"2324","Lake Malawi","Rwanda",887.208471600593
"2325","Lake Malawi","Zambia",65.0711427775971
"2326","Lake Malawi","Angola",1097.05108136428
"2327","Lake Malawi","Burundi",741.96968603073
"2328","Lake Malawi","Namibia",1088.14654074096
"2329","Lake Malawi","Botswana",1066.30361692807
"2330","Lake Malawi","Mozambique",0
"2331","Lake Malawi","Swaziland",1349.85352133256
"2332","Lake Malawi","Zimbabwe",372.325548998795
"2333","Lake Malawi","Malawi",0
"2334","Lake Malawi","Tanzania",0
"2335","Lake Malawi","Kenya",804.634225707477
"2336","Lake Malawi","Somalia",1223.99174142857
"2337","Lake Malawi","Djibouti",2445.2372023082
"2338","Lake Malawi","Syria",4652.37599208132
"2339","Lake Malawi","Lebanon",4743.77944755854
"2340","Lake Malawi","Jordan",4314.29070844007
"2341","Lake Malawi","Israel",4339.79995680496
"2342","Lake Malawi","Gaza Strip",4520.26227498527
"2343","Lake Malawi","Saudi Arabia",3039.88829359182
"2344","Lake Malawi","Yemen",2690.02329310862
"2345","Lake Malawi","Qatar",4223.53257915619
"2346","Lake Malawi","Kuwait",4495.21531755903
"2347","Lake Malawi","Neutral Zone",4432.64820085172
"2348","Lake Malawi","Vislinskiy Zaliv",7213.60920327302
"2349","Lake Malawi","Lake Albert",1266.07143409105
"2350","Lake Malawi","Lake Tanganyika",337.042459121724
"2351","Lake Malawi","Lake Kariba",687.553103408661
"2352","Lake Malawi","Lake Victoria",764.866677949999
"2353","Lake Malawi","Oman",3592.20691312128
"2354","Lake Malawi","United Arab Emirates",4113.15028310043
"2355","Lake Malawi","Great Bitter Lake",4407.32724309868
"2356","Lake Malawi","West Bank",4537.14818441309
"2357","Lake Malawi","Australia",8228.21022791403
"2358","Lake Malawi","Papua New Guinea",11477.4477684967
"2359","Lake Malawi","Saint-Barthelemy",11055.615431643
"2360","Lake Malawi","Cuba",12258.3199511918
"2361","Lake Malawi","Antarctica",5900.74680677708
"2362","Lake Malawi","Lesotho",1730.56338291986
"2363","Lake Malawi","Lake Fjerritslev",7734.26985488846
"2364","Lake Malawi","Anguilla",11090.1611452617
"2365","Lake Malawi","Nauru",14504.8208373703
"2366","Lake Malawi","Saint Kitts",11037.2951976423
"2367","Lake Malawi","Montserrat",10969.6947684799
"2368","Lake Malawi","Greenland",9801.49983246764
"2369","Lake Malawi","Sardinia",5983.31559676093
"2370","Lake Malawi","Iceland",9159.78226602591
"2371","Lake Malawi","Sicily",5496.42587117612
"2372","Lake Malawi","Sonsorol Island",10924.0968516377
"2373","Lake Malawi","Maug Island",12554.5293685852
"2374","Lake Malawi","Isle of Man",7931.84414499601
"2375","Lake Malawi","Saint Eustatius",11059.26867298
"2376","Lake Malawi","Brunei",8938.7451068336
"2377","Lake Malawi","Dominican Republic",11642.0193335805
"2378","Lake Malawi","Haiti",11993.871292755
"2379","Lake Malawi","Ireland",7856.21822018982
"2380","Lake Malawi","Nevis",11017.1258025358
"2381","Lake Malawi","Madagascar",1053.14401479123
"2382","Lake Malawi","San Marino",6312.89009173939
"2383","Lake Malawi","Sin Cowe Island",9095.11782744587
"2384","Lake Malawi","Tobago",10706.0171003766
"2385","Lake Malawi","Barbados",10624.4313383424
"2386","Lake Malawi","Bahrain",4322.91659888567
"2387","Lake Malawi","Grenada",10837.2529204876
"2388","Lake Malawi","Jamaica",12505.3615246895
"2389","Lake Malawi","Sri Lanka",5369.0978129533
"2390","Lake Malawi","Barbuda",10942.5087327932
"2391","Lake Malawi","Puerto Rico",11351.0509889163
"2392","Lake Malawi","Cyprus",4901.22157662903
"2393","Lake Malawi","Trinidad",10750.3879064427
"2394","Lake Malawi","Saint Lucia",10786.1972843959
"2395","Lake Malawi","Mauritius",2489.12044529998
"2396","Lake Malawi","Saint Vincent",10803.7270428238
"2397","Lake Malawi","Spratly Island",8892.37412834259
"2398","Lake Malawi","Dominica",10846.818582549
"2399","Lake Malawi","Antigua",10924.5293772322
"2400","Lake Malawi","Bonaire",11548.3859384995
"2401","Lake Malawi","Aruba",11747.2008085519
"2402","Lake Malawi","Martinique",10798.8887776315
"2403","Lake Malawi","Isle of Wight",7486.3038577781
"2404","Lake Malawi","Saint-Martin",11081.2930621714
"2405","Lake Malawi","Curacao",11623.1952045534
"2406","Ethiopia","Canada",8703.7961380913
"2407","Ethiopia","South Africa",2992.22193061957
"2408","Ethiopia","Denmark",4820.10364464454
"2409","Ethiopia","USSR",2482.80637395025
"2410","Ethiopia","Pakistan",2394.33644920237
"2411","Ethiopia","Aral Sea",3436.0223129998
"2412","Ethiopia","Italy",3104.84773863088
"2413","Ethiopia","Nicaragua",12571.3932956953
"2414","Ethiopia","Netherlands",4682.55394253951
"2415","Ethiopia","Caspian Sea",2439.641674071
"2416","Ethiopia","Mexico",12588.8571102252
"2417","Ethiopia","Iraq",1417.4392290342
"2418","Ethiopia","Lake Malawi",1576.70545875004
"2419","Ethiopia","USA",9718.55291462953
"2420","Ethiopia","Mongolia",5622.39001552235
"2421","Ethiopia","Switzerland",4112.32759701202
"2422","Ethiopia","Cambodia",6017.38522734289
"2423","Ethiopia","France",4064.28564434842
"2424","Ethiopia","Guatemala",12986.8115031837
"2425","Ethiopia","Belize",12866.9858557979
"2426","Ethiopia","Honduras",12546.858957178
"2427","Ethiopia","El Salvador",13055.6020657783
"2428","Ethiopia","Costa Rica",12672.4913797231
"2429","Ethiopia","Panama",12106.8702359279
"2430","Ethiopia","Colombia",11088.849125626
"2431","Ethiopia","Ecuador",12070.0736702371
"2432","Ethiopia","Peru",11520.468818079
"2433","Ethiopia","Brazil",7756.17896317512
"2434","Ethiopia","Bolivia",10384.3929839423
"2435","Ethiopia","Chile",11425.4888107565
"2436","Ethiopia","Argentina",10148.2758836733
"2437","Ethiopia","Paraguay",10146.9724927972
"2438","Ethiopia","Uruguay",10157.2650925608
"2439","Ethiopia","Guyana",9961.14284114349
"2440","Ethiopia","Suriname",9627.64606554338
"2441","Ethiopia","French Guiana",9391.40950991406
"2442","Ethiopia","Venezuela",10228.3358260318
"2443","Ethiopia","Lake Titicaca",11558.1170563558
"2444","Ethiopia","Romania",3026.1823664397
"2445","Ethiopia","Iran",1717.1554092108
"2446","Ethiopia","Turkey",2029.6650184886
"2447","Ethiopia","Afghanistan",2640.81432415885
"2448","Ethiopia","China",4130.45658460403
"2449","Ethiopia","India",2793.8963319663
"2450","Ethiopia","Myanmar",5009.59402088436
"2451","Ethiopia","Nepal",4131.42877936707
"2452","Ethiopia","Bhutan",4825.57282705958
"2453","Ethiopia","Bangladesh",4705.81678956162
"2454","Ethiopia","Thailand",5503.55223996218
"2455","Ethiopia","Laos",5839.51629331658
"2456","Ethiopia","Vietnam",6042.0743618758
"2457","Ethiopia","North Korea",8319.73207678534
"2458","Ethiopia","Hungary",3563.04351947626
"2459","Ethiopia","Czechoslovakia",3705.69895696748
"2460","Ethiopia","Poland",3756.63792094514
"2461","Ethiopia","South Korea",8481.94529587015
"2462","Ethiopia","Lake Pasvikelv",5752.99350679509
"2463","Ethiopia","Bulgaria",2862.17182402739
"2464","Ethiopia","Yugoslavia",3003.18226807642
"2465","Ethiopia","Greece",2575.32553236008
"2466","Ethiopia","Albania",3002.39275680745
"2467","Ethiopia","Austria",3830.697937678
"2468","Ethiopia","Lacul Greaca",3123.07854729334
"2469","Ethiopia","Germany",4058.89508173597
"2470","Ethiopia","Luxembourg",4540.71889005996
"2471","Ethiopia","Belgium",4566.95038018832
"2472","Ethiopia","Liechtenstein",4173.66511256763
"2473","Ethiopia","Portugal",4885.7513516621
"2474","Ethiopia","Spain",4254.23339367165
"2475","Ethiopia","Andorra",4375.61283464379
"2476","Ethiopia","Monaco",4064.28564434842
"2477","Ethiopia","Norway",5074.19441820184
"2478","Ethiopia","Finland",4832.86578223135
"2479","Ethiopia","Sweden",4658.23727410731
"2480","Ethiopia","Egypt",628.914838358423
"2481","Ethiopia","Libya",1359.87258906493
"2482","Ethiopia","Sudan",0
"2483","Ethiopia","Chad",1178.55733323744
"2484","Ethiopia","Tunisia",3121.04665783819
"2485","Ethiopia","Algeria",2715.1274874077
"2486","Ethiopia","Mali",3285.34854328825
"2487","Ethiopia","Mauritania",4280.04392903144
"2488","Ethiopia","Morocco",4197.13080876586
"2489","Ethiopia","Western Sahara",4819.51036048902
"2490","Ethiopia","Senegal",4895.45899404569
"2491","Ethiopia","Gambia",5167.94189884649
"2492","Ethiopia","Guinea-Bissau",5150.1170455686
"2493","Ethiopia","Guinea",4496.96431363693
"2494","Ethiopia","Ivory Coast",3945.00154403532
"2495","Ethiopia","Liberia",4496.17382583816
"2496","Ethiopia","Sierra Leone",4784.19857376546
"2497","Ethiopia","Ghana",3542.77183741285
"2498","Ethiopia","Burkina Faso",3395.6279406368
"2499","Ethiopia","Niger",2157.04392300916
"2500","Ethiopia","Benin",3235.69910255721
"2501","Ethiopia","Togo",3474.52742295462
"2502","Ethiopia","Nigeria",2070.22269663847
"2503","Ethiopia","Cameroon",1932.90810055389
"2504","Ethiopia","Central African Republic",730.002992417793
"2505","Ethiopia","Zaire",550.71044100668
"2506","Ethiopia","Congo",1703.79470646408
"2507","Ethiopia","Gabon",2242.67620123647
"2508","Ethiopia","Uganda",220.217725871897
"2509","Ethiopia","Rwanda",886.95191605237
"2510","Ethiopia","Zambia",1572.49812815494
"2511","Ethiopia","Angola",2064.24432469553
"2512","Ethiopia","Burundi",1003.701281045
"2513","Ethiopia","Namibia",2739.24175520025
"2514","Ethiopia","Botswana",2739.24175520025
"2515","Ethiopia","Mozambique",1541.91438265559
"2516","Ethiopia","Swaziland",3349.8834375296
"2517","Ethiopia","Zimbabwe",2332.32894230958
"2518","Ethiopia","Malawi",1576.70545875004
"2519","Ethiopia","Tanzania",658.477546753929
"2520","Ethiopia","Kenya",0
"2521","Ethiopia","Somalia",0
"2522","Ethiopia","Djibouti",0
"2523","Ethiopia","Syria",1622.7434359438
"2524","Ethiopia","Lebanon",1737.5192949589
"2525","Ethiopia","Jordan",1299.52282595792
"2526","Ethiopia","Israel",1356.83942507896
"2527","Ethiopia","Gaza Strip",1550.29295641931
"2528","Ethiopia","Saudi Arabia",329.621915104733
"2529","Ethiopia","Yemen",64.5293427832071
"2530","Ethiopia","Qatar",1505.44517934301
"2531","Ethiopia","Kuwait",1508.7379587034
"2532","Ethiopia","Neutral Zone",1422.42629916155
"2533","Ethiopia","Vislinskiy Zaliv",4371.53238335893
"2534","Ethiopia","Lake Albert",573.654377377547
"2535","Ethiopia","Lake Tanganyika",1153.72269270557
"2536","Ethiopia","Lake Kariba",2466.01589653908
"2537","Ethiopia","Lake Victoria",554.870224343639
"2538","Ethiopia","Oman",1126.90892451546
"2539","Ethiopia","United Arab Emirates",1478.97932691761
"2540","Ethiopia","Great Bitter Lake",1499.4245505008
"2541","Ethiopia","West Bank",1547.56500173218
"2542","Ethiopia","Australia",7975.1791042331
"2543","Ethiopia","Papua New Guinea",10438.3587689262
"2544","Ethiopia","Saint-Barthelemy",10366.8481772808
"2545","Ethiopia","Cuba",11461.0931898213
"2546","Ethiopia","Antarctica",7759.3153158274
"2547","Ethiopia","Lesotho",3725.41545601342
"2548","Ethiopia","Lake Fjerritslev",4998.48503963311
"2549","Ethiopia","Anguilla",10393.4524744502
"2550","Ethiopia","Nauru",13262.6706827779
"2551","Ethiopia","Saint Kitts",10369.5570586536
"2552","Ethiopia","Montserrat",10318.1280699793
"2553","Ethiopia","Greenland",7065.22404973558
"2554","Ethiopia","Sardinia",3658.95084585287
"2555","Ethiopia","Iceland",6492.13527513507
"2556","Ethiopia","Sicily",3074.46102085371
"2557","Ethiopia","Sonsorol Island",9350.54993977421
"2558","Ethiopia","Maug Island",10512.632276378
"2559","Ethiopia","Isle of Man",5444.29084977231
"2560","Ethiopia","Saint Eustatius",10384.5699995746
"2561","Ethiopia","Brunei",7364.78996136473
"2562","Ethiopia","Dominican Republic",10927.4389894061
"2563","Ethiopia","Haiti",11252.4038758642
"2564","Ethiopia","Ireland",5441.88400018313
"2565","Ethiopia","Nevis",10352.6460649824
"2566","Ethiopia","Madagascar",1920.84737617987
"2567","Ethiopia","San Marino",3771.36293557688
"2568","Ethiopia","Sin Cowe Island",7340.79536233616
"2569","Ethiopia","Tobago",10238.0326440456
"2570","Ethiopia","Barbados",10098.805539963
"2571","Ethiopia","Bahrain",1544.9262702882
"2572","Ethiopia","Grenada",10339.1245597888
"2573","Ethiopia","Jamaica",11791.0039061562
"2574","Ethiopia","Sri Lanka",3555.10577023356
"2575","Ethiopia","Barbuda",10265.7164118118
"2576","Ethiopia","Puerto Rico",10647.8628990703
"2577","Ethiopia","Cyprus",1955.66804103037
"2578","Ethiopia","Trinidad",10306.883507687
"2579","Ethiopia","Saint Lucia",10229.7441558692
"2580","Ethiopia","Mauritius",3098.03944793418
"2581","Ethiopia","Saint Vincent",10272.0822577298
"2582","Ethiopia","Spratly Island",7197.75184782877
"2583","Ethiopia","Dominica",10246.5739044001
"2584","Ethiopia","Antigua",10267.3400945589
"2585","Ethiopia","Bonaire",11051.6346406242
"2586","Ethiopia","Aruba",11232.7274010048
"2587","Ethiopia","Martinique",10225.827890789
"2588","Ethiopia","Isle of Wight",5035.01372807417
"2589","Ethiopia","Saint-Martin",10388.8408569009
"2590","Ethiopia","Curacao",11124.3276150791
"2591","USA","Canada",0
"2592","USA","South Africa",11675.6076315428
"2593","USA","Denmark",5058.88943196062
"2594","USA","USSR",3253.73575362008
"2595","USA","Pakistan",9909.95500853062
"2596","USA","Aral Sea",8453.35094467477
"2597","USA","Italy",5508.10148057715
"2598","USA","Nicaragua",1171.63637129516
"2599","USA","Netherlands",5009.11479707543
"2600","USA","Caspian Sea",7970.40782571422
"2601","USA","Mexico",0
"2602","USA","Iraq",8382.07660150422
"2603","USA","Lake Malawi",11624.9030428048
"2604","USA","Ethiopia",9718.55291462953
"2605","USA","Mongolia",7649.70930659917
"2606","USA","Switzerland",5434.95124659386
"2607","USA","Cambodia",11334.1820550229
"2608","USA","France",4611.53330273073
"2609","USA","Guatemala",1120.66345831407
"2610","USA","Belize",1050.93117265224
"2611","USA","Honduras",1085.49599837803
"2612","USA","El Salvador",1430.83303936983
"2613","USA","Costa Rica",1597.45239910123
"2614","USA","Panama",1732.18177982024
"2615","USA","Colombia",1720.20634780594
"2616","USA","Ecuador",2655.99710917145
"2617","USA","Peru",2856.30923629359
"2618","USA","Brazil",2862.87141169109
"2619","USA","Bolivia",4183.897676817
"2620","USA","Chile",4880.81789932042
"2621","USA","Argentina",5432.52336256195
"2622","USA","Paraguay",5378.42299540623
"2623","USA","Uruguay",6612.24079624512
"2624","USA","Guyana",2882.59136154414
"2625","USA","Suriname",3295.24076022008
"2626","USA","French Guiana",3561.68746140845
"2627","USA","Venezuela",1786.06020037897
"2628","USA","Lake Titicaca",4642.26978232438
"2629","USA","Romania",6386.62305347794
"2630","USA","Iran",8299.61740094542
"2631","USA","Turkey",7170.1602961479
"2632","USA","Afghanistan",9537.69097530164
"2633","USA","China",6868.69860265167
"2634","USA","India",10184.5579787915
"2635","USA","Myanmar",10508.9735564023
"2636","USA","Nepal",10892.7134028396
"2637","USA","Bhutan",10835.8589039448
"2638","USA","Bangladesh",11074.0060577671
"2639","USA","Thailand",11191.9025678298
"2640","USA","Laos",10906.1534366035
"2641","USA","Vietnam",10622.6825159926
"2642","USA","North Korea",7551.77846505427
"2643","USA","Hungary",6053.45889073733
"2644","USA","Czechoslovakia",5621.2056872695
"2645","USA","Poland",5552.13274744467
"2646","USA","South Korea",7990.52466762865
"2647","USA","Lake Pasvikelv",5471.49717451526
"2648","USA","Bulgaria",6648.66461721611
"2649","USA","Yugoslavia",5920.91162896293
"2650","USA","Greece",6774.46139985348
"2651","USA","Albania",6555.65890973718
"2652","USA","Austria",5605.44485726327
"2653","USA","Lacul Greaca",6874.08572320655
"2654","USA","Germany",5134.98730497199
"2655","USA","Luxembourg",5222.84847997396
"2656","USA","Belgium",4958.94858889262
"2657","USA","Liechtenstein",5605.44485726327
"2658","USA","Portugal",4630.35030404847
"2659","USA","Spain",4522.7408110994
"2660","USA","Andorra",5318.77198766065
"2661","USA","Monaco",5665.09233420136
"2662","USA","Norway",4728.88459830004
"2663","USA","Finland",5164.78686224058
"2664","USA","Sweden",5022.02322959954
"2665","USA","Egypt",7716.71263586577
"2666","USA","Libya",6640.41578881244
"2667","USA","Sudan",8453.58339112564
"2668","USA","Chad",7635.79359381961
"2669","USA","Tunisia",6174.90375714207
"2670","USA","Algeria",5385.1577890397
"2671","USA","Mali",5798.76806432889
"2672","USA","Mauritania",5252.69483634197
"2673","USA","Morocco",5096.9146157998
"2674","USA","Western Sahara",5096.9146157998
"2675","USA","Senegal",5671.70553818921
"2676","USA","Gambia",5871.1435578501
"2677","USA","Guinea-Bissau",6005.09655458825
"2678","USA","Guinea",6180.28708988353
"2679","USA","Ivory Coast",6792.83305571934
"2680","USA","Liberia",6761.88374565619
"2681","USA","Sierra Leone",6481.93738385875
"2682","USA","Ghana",7124.00601177099
"2683","USA","Burkina Faso",6860.29042655846
"2684","USA","Niger",7059.1014897686
"2685","USA","Benin",7417.70321199956
"2686","USA","Togo",7323.76141503148
"2687","USA","Nigeria",7495.05599863242
"2688","USA","Cameroon",8315.20561042267
"2689","USA","Central African Republic",8835.24248992772
"2690","USA","Zaire",9327.54488592204
"2691","USA","Congo",9075.86342836842
"2692","USA","Gabon",8885.00059999393
"2693","USA","Uganda",10360.2943391351
"2694","USA","Rwanda",10640.6832834171
"2695","USA","Zambia",10928.7249009986
"2696","USA","Angola",9650.63583714042
"2697","USA","Burundi",10700.9301280035
"2698","USA","Namibia",10484.2668497406
"2699","USA","Botswana",11264.7249781772
